food_name,kcal_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g
5158,215.0,23.0,45.7,49.1
5159,514.0,28.7,28.800000000000004,17.7
5160,293.0,1.3,82.4,23.3
5161,540.0,2.4,78.9,48.5
5162,186.0,45.4,36.8,44.8
5163,549.0,35.1,84.8,26.400000000000002
5164,382.0,35.3,50.5,5.5
5165,317.0,42.9,44.9,3.0
5166,133.0,44.4,76.9,39.0
5167,68.0,32.8,43.4,40.2
5168,222.00000000000003,17.4,51.6,39.0
5169,130.0,39.0,80.1,15.7
5170,488.0,4.6,31.6,8.2
5171,86.0,21.2,38.1,49.1
5172,459.0,9.6,70.8,4.2
5173,361.0,31.3,5.7,15.7
5174,509.99999999999994,45.9,26.3,43.3
5175,381.0,22.1,98.8,40.8
5176,258.0,15.8,28.7,11.7
5177,517.0,33.7,59.099999999999994,36.7
5178,459.99999999999994,8.9,88.0,12.2
5179,131.0,27.0,25.1,8.3
5180,252.99999999999997,40.2,62.3,39.6
5181,428.0,14.099999999999998,85.3,7.3
5182,559.0,33.9,21.6,5.9
5183,112.99999999999999,30.7,81.4,30.5
5184,496.0,5.3,42.6,35.6
5185,577.0,19.5,22.8,8.1
5186,389.0,21.0,95.2,2.6
5187,204.99999999999997,43.8,78.6,20.6
5188,429.0,39.8,97.1,39.1
5189,392.0,41.3,34.0,38.2
5190,136.0,47.9,48.7,37.0
5191,88.0,37.1,29.4,31.900000000000002
5192,497.0,32.3,43.2,22.3
5193,101.0,5.8,14.2,4.3
5194,509.0,12.8,76.5,29.9
5195,378.0,20.1,30.7,25.900000000000002
5196,119.0,44.5,73.0,6.3
5197,289.0,20.1,49.7,29.4
5198,590.0,47.2,11.5,11.3
5199,454.0,36.7,54.2,45.8
5200,381.0,26.899999999999995,41.3,30.9
5201,590.0,19.6,11.6,17.9
5202,302.0,4.5,27.399999999999995,42.5
5203,224.00000000000003,23.1,92.6,44.6
5204,442.0,16.8,26.1,22.8
5205,425.0,17.8,63.2,5.7
5206,300.0,39.6,62.2,26.5
5207,185.0,42.7,90.4,4.0
5208,418.0,49.4,58.599999999999994,48.0
5209,238.0,23.4,23.2,30.5
5210,504.0,19.3,67.5,21.3
5211,365.0,28.9,66.4,21.1
5212,521.0,39.3,52.800000000000004,32.9
5213,113.99999999999999,43.4,94.0,26.400000000000002
5214,534.0,46.8,41.0,5.9
5215,385.0,1.2,23.0,31.900000000000002
5216,508.0,2.9,70.9,10.8
5217,505.99999999999994,22.6,24.9,17.6
5218,282.0,14.3,74.5,35.7
5219,80.0,30.599999999999998,17.4,30.099999999999998
5220,343.0,4.7,6.9,13.3
5221,117.0,41.5,79.1,5.3
5222,581.0,42.6,7.7,36.6
5223,454.0,19.5,64.5,44.3
5224,500.0,48.2,86.2,28.4
5225,194.0,1.5,47.6,34.0
5226,416.0,44.1,71.8,12.7
5227,250.99999999999997,33.1,81.3,26.899999999999995
5228,182.0,30.5,61.9,32.0
5229,60.0,41.1,54.29999999999999,11.4
5230,142.0,17.6,91.6,32.2
5231,160.0,15.9,66.2,16.7
5232,156.0,11.9,46.7,26.899999999999995
5233,139.0,37.8,27.9,48.7
5234,249.00000000000003,14.7,16.9,40.6
5235,74.0,29.600000000000005,75.4,7.000000000000001
5236,567.0,24.0,46.1,16.3
5237,441.0,37.7,53.6,4.9
5238,403.0,44.6,63.800000000000004,37.3
5239,167.0,9.6,36.5,12.5
5240,484.99999999999994,13.0,71.6,10.7
5241,436.00000000000006,32.6,46.1,2.4
5242,125.0,37.4,33.8,5.2
5243,57.99999999999999,4.2,45.3,21.3
5244,71.0,4.9,68.9,33.3
5245,501.0,3.0,71.9,35.7
5246,84.0,30.0,86.0,49.6
5247,220.00000000000003,12.4,93.0,35.4
5248,72.0,40.4,89.6,20.2
5249,102.0,10.8,58.9,20.3
5250,95.0,14.000000000000002,92.1,43.1
5251,301.0,20.0,31.7,10.6
5252,229.0,29.5,95.2,45.1
5253,101.0,26.3,48.1,18.7
5254,304.0,43.2,16.3,36.3
5255,409.99999999999994,46.2,27.699999999999996,29.799999999999997
5256,96.0,38.9,99.9,34.1
5257,177.0,37.4,92.4,6.4
5258,430.0,36.6,35.3,41.7
5259,389.0,41.1,25.6,35.7
5260,484.99999999999994,4.1,34.4,38.8
5261,441.0,17.7,14.499999999999998,11.2
5262,237.0,30.8,66.3,36.7
5263,184.0,41.4,94.2,39.5
5264,480.99999999999994,46.0,38.9,15.8
5265,465.00000000000006,27.6,24.2,18.2
5266,394.0,2.0,54.7,8.7
5267,501.99999999999994,11.3,62.8,9.0
5268,580.0,46.3,77.5,22.7
5269,209.0,1.4,27.800000000000004,19.7
5270,168.0,45.2,63.2,14.000000000000002
5271,495.0,38.7,13.5,44.3
5272,522.0,37.2,9.1,4.3
5273,95.0,49.7,21.3,44.9
5274,581.0,1.8000000000000003,67.2,28.199999999999996
5275,424.0,21.2,92.7,48.6
5276,400.0,27.0,37.9,14.400000000000002
5277,103.0,5.1,94.6,18.8
5278,353.0,46.6,56.2,18.1
5279,158.0,12.5,85.5,36.8
5280,365.0,4.4,26.400000000000002,28.4
5281,412.0,18.5,8.5,29.600000000000005
5282,582.0,39.9,76.9,39.9
5283,437.0,47.8,33.4,18.8
5284,200.99999999999997,40.5,88.2,44.4
5285,599.0,41.5,14.000000000000002,33.3
5286,379.0,27.3,73.8,3.7000000000000006
5287,237.0,29.600000000000005,16.1,22.0
5288,302.0,21.9,12.1,9.5
5289,84.0,4.5,23.7,20.8
5290,129.0,28.800000000000004,44.8,6.2
5291,239.0,4.4,51.0,31.0
5292,455.0,15.9,42.0,9.8
5293,187.0,1.8000000000000003,24.8,18.7
5294,511.00000000000006,27.699999999999996,45.4,15.8
5295,417.0,23.0,19.1,12.2
5296,139.0,3.6000000000000005,53.7,49.0
5297,127.0,7.7,37.4,1.5
5298,569.0,13.699999999999998,85.6,26.8
5299,81.0,42.3,58.9,15.2
5300,518.0,25.4,17.5,27.6
5301,562.0,25.8,65.2,26.1
5302,53.0,11.7,59.099999999999994,31.4
5303,356.0,25.0,87.3,47.4
5304,541.0,48.4,31.0,9.2
5305,59.0,2.8,15.0,14.6
5306,413.0,8.0,30.4,45.0
5307,287.0,24.8,47.1,36.0
5308,429.0,48.4,27.399999999999995,3.6000000000000005
5309,324.0,16.5,53.0,12.0
5310,329.0,14.000000000000002,78.9,46.1
5311,342.0,16.7,56.89999999999999,21.7
5312,126.0,35.1,27.800000000000004,13.5
5313,173.0,31.4,64.1,40.9
5314,450.0,41.8,73.4,35.8
5315,231.99999999999997,24.6,33.3,48.2
5316,314.0,13.100000000000001,87.7,3.5000000000000004
5317,375.0,2.4,96.5,24.3
5318,246.0,22.2,92.9,32.3
5319,397.0,10.3,61.3,25.3
5320,478.0,21.7,83.2,13.3
5321,576.0,18.3,67.1,29.9
5322,556.0,42.6,42.9,32.7
5323,538.0,13.5,78.0,7.3
5324,186.0,49.3,51.1,2.4
5325,172.0,10.5,39.4,26.400000000000002
5326,384.0,5.3,94.8,10.0
5327,527.0,45.5,28.7,16.0
5328,451.0,15.0,55.00000000000001,24.6
5329,376.0,37.9,75.2,16.7
5330,561.0,29.2,52.1,36.7
5331,327.0,39.2,57.3,22.1
5332,244.0,28.999999999999996,12.7,36.6
5333,178.0,8.9,90.0,39.1
5334,77.0,19.3,43.7,20.8
5335,595.0,4.0,58.70000000000001,42.3
5336,541.0,32.2,40.8,6.2
5337,564.0,49.3,93.8,20.5
5338,441.0,6.1,21.0,46.9
5339,311.0,30.2,31.7,17.2
5340,348.0,30.7,52.300000000000004,10.7
5341,572.0,28.1,67.1,36.7
5342,225.99999999999997,45.3,44.2,19.0
5343,574.0,22.2,81.6,41.9
5344,206.99999999999997,38.6,7.1,49.8
5345,206.0,41.8,97.3,46.5
5346,225.0,49.6,32.1,15.299999999999999
5347,137.0,20.6,10.3,38.5
5348,420.0,36.1,89.2,18.8
5349,379.0,38.3,68.3,19.1
5350,213.0,34.3,23.3,37.7
5351,514.0,26.5,19.3,44.3
5352,325.0,3.7000000000000006,57.99999999999999,21.1
5353,363.0,14.2,26.700000000000003,23.6
5354,473.00000000000006,12.5,69.5,6.5
5355,430.0,49.9,71.4,5.2
5356,98.0,35.3,45.7,36.8
5357,200.0,2.9,55.8,12.3
5358,92.0,4.2,65.2,18.7
5359,183.0,28.6,6.6000000000000005,18.9
5360,573.0,45.9,77.0,8.9
5361,366.0,29.100000000000005,30.3,3.8
5362,51.0,44.2,41.8,44.0
5363,295.0,35.1,79.5,4.0
5364,272.0,17.5,88.2,26.5
5365,347.0,31.900000000000002,40.4,24.8
5366,241.0,41.6,19.0,26.6
5367,486.00000000000006,21.7,36.5,5.5
5368,466.0,26.899999999999995,44.7,30.2
5369,370.0,27.200000000000003,75.6,6.800000000000001
5370,311.0,48.3,22.2,5.1
5371,415.00000000000006,25.900000000000002,28.9,40.5
5372,283.0,11.0,88.8,16.3
5373,563.0,43.4,76.3,35.3
5374,503.0,4.6,66.6,43.9
5375,488.0,28.300000000000004,43.1,25.1
5376,476.99999999999994,35.9,70.4,27.9
5377,397.0,25.1,52.800000000000004,25.1
5378,539.0,37.1,89.3,47.9
5379,119.0,3.6000000000000005,99.2,37.4
5380,73.0,14.2,29.9,12.8
5381,339.0,28.499999999999996,16.6,18.0
5382,296.0,21.8,79.7,45.4
5383,105.0,20.6,8.0,47.4
5384,468.0,29.4,68.3,46.0
5385,281.0,12.9,86.7,36.9
5386,144.0,24.5,71.7,3.8
5387,112.99999999999999,23.8,61.0,44.3
5388,85.0,18.1,77.3,21.0
5389,186.0,33.9,50.5,26.0
5390,419.00000000000006,1.8000000000000003,96.4,4.5
5391,186.0,25.4,57.3,14.899999999999999
5392,193.0,33.8,41.3,14.800000000000002
5393,206.99999999999997,7.9,63.9,33.0
5394,254.99999999999997,18.9,79.7,11.6
5395,183.0,4.3,47.9,40.8
5396,513.0,24.6,83.6,3.3000000000000003
5397,527.0,49.8,70.3,32.9
5398,67.0,1.6,31.1,11.9
5399,189.0,20.6,16.7,21.9
5400,585.0,34.4,43.8,9.5
5401,285.0,38.3,79.8,46.0
5402,461.00000000000006,36.3,38.7,12.6
5403,519.0,46.6,5.4,40.2
5404,593.0,13.100000000000001,24.8,40.1
5405,237.0,38.9,36.1,39.0
5406,189.0,33.8,41.9,26.3
5407,541.0,14.6,62.2,47.6
5408,301.0,36.9,18.2,18.0
5409,60.0,8.8,69.8,32.5
5410,518.0,18.6,18.4,6.6000000000000005
5411,426.0,39.6,23.3,13.5
5412,323.0,36.7,58.4,37.6
5413,459.99999999999994,4.8,62.4,1.2
5414,558.0,6.0,8.4,32.9
5415,260.0,34.7,81.6,5.7
5416,74.0,10.2,94.3,8.1
5417,545.0,32.8,97.5,49.1
5418,103.0,1.4,43.5,3.7000000000000006
5419,256.0,35.8,59.9,23.8
5420,183.0,33.2,25.7,34.9
5421,229.99999999999997,2.4,97.0,30.9
5422,169.0,34.3,94.1,42.5
5423,73.0,42.8,94.2,10.9
5424,336.0,11.6,26.400000000000002,48.0
5425,221.0,41.5,67.8,13.5
5426,347.0,21.1,14.2,40.7
5427,175.0,34.4,10.2,31.5
5428,386.0,25.2,10.0,25.1
5429,373.0,10.4,37.4,3.3000000000000003
5430,160.0,49.2,56.89999999999999,31.8
5431,333.0,35.5,59.3,5.8
5432,337.0,21.5,86.4,35.6
5433,392.0,30.2,66.4,32.0
5434,330.0,6.7,26.899999999999995,31.5
5435,469.00000000000006,45.0,91.5,6.0
5436,566.0,36.4,45.7,5.5
5437,139.0,19.6,40.1,5.5
5438,151.0,11.6,35.6,17.9
5439,215.0,10.5,63.2,45.2
5440,299.0,47.2,27.3,41.2
5441,399.0,22.5,59.5,11.6
5442,368.0,23.4,40.8,2.1
5443,334.0,17.0,78.2,25.2
5444,87.0,24.8,83.7,48.8
5445,415.00000000000006,42.1,38.6,25.2
5446,110.00000000000001,30.4,5.6,42.8
5447,265.0,38.4,17.0,18.4
5448,94.0,30.3,81.7,28.199999999999996
5449,586.0,19.6,21.8,7.200000000000001
5450,178.0,19.1,71.4,29.2
5451,500.0,12.1,61.6,17.5
5452,484.99999999999994,26.400000000000002,53.900000000000006,48.7
5453,383.0,30.3,85.7,46.6
5454,498.00000000000006,29.5,27.800000000000004,21.8
5455,218.00000000000003,7.400000000000001,79.2,6.3
5456,401.0,30.8,67.3,40.9
5457,501.0,36.5,6.2,24.3
5458,514.0,46.6,93.5,38.1
5459,266.0,26.6,46.5,29.299999999999997
5460,520.0,12.8,54.400000000000006,30.5
5461,395.0,42.7,27.500000000000004,46.9
5462,478.0,27.3,64.2,40.9
5463,382.0,8.9,75.0,32.5
5464,429.0,11.9,45.5,29.2
5465,355.0,16.8,76.5,41.9
5466,103.0,14.800000000000002,7.7,20.8
5467,364.0,19.7,78.4,31.5
5468,326.0,13.8,84.7,47.4
5469,242.0,34.3,56.7,8.9
5470,497.0,25.2,27.699999999999996,27.399999999999995
5471,358.0,39.8,97.1,3.9
5472,598.0,48.3,38.5,48.0
5473,433.0,39.3,39.7,9.7
5474,318.0,17.4,35.3,48.8
5475,169.0,15.0,32.3,27.3
5476,200.0,35.3,50.5,48.9
5477,144.0,20.4,63.3,6.1
5478,454.0,5.5,78.5,47.8
5479,378.0,9.2,89.1,34.1
5480,250.99999999999997,24.3,88.5,26.400000000000002
5481,264.0,37.4,88.1,46.0
5482,276.0,40.7,90.9,46.3
5483,469.00000000000006,38.3,96.4,10.7
5484,168.0,1.3,89.4,27.3
5485,429.0,34.7,38.5,30.0
5486,217.0,17.3,44.1,19.4
5487,453.0,15.9,23.2,7.200000000000001
5488,118.0,35.0,69.0,38.9
5489,147.0,12.4,23.4,42.3
5490,529.0,29.7,41.2,34.3
5491,249.00000000000003,17.2,65.0,14.499999999999998
5492,125.0,35.9,22.0,47.9
5493,483.0,40.4,62.4,47.1
5494,64.0,13.600000000000001,76.2,18.0
5495,586.0,30.0,37.0,30.0
5496,331.0,9.1,75.7,16.1
5497,202.0,48.0,12.4,42.8
5498,156.0,43.7,40.7,42.7
5499,441.0,23.6,70.2,10.0
5500,564.0,49.3,22.7,3.5000000000000004
5501,309.0,3.3000000000000003,37.3,3.0
5502,261.0,35.4,31.8,3.4000000000000004
5503,500.0,9.2,19.6,21.3
5504,282.0,37.0,55.1,5.7
5505,335.0,26.200000000000003,53.7,32.5
5506,177.0,14.2,83.1,13.4
5507,327.0,46.0,11.2,28.800000000000004
5508,372.0,28.4,79.1,35.9
5509,76.0,9.6,85.0,16.3
5510,85.0,47.2,52.5,31.3
5511,398.0,1.1,52.300000000000004,32.5
5512,279.0,4.4,82.2,5.7
5513,509.0,23.2,94.1,38.4
5514,440.00000000000006,50.0,87.3,45.3
5515,150.0,42.0,18.1,39.5
5516,450.0,35.8,93.1,29.7
5517,430.0,2.3,30.0,26.0
5518,438.0,17.5,65.3,15.299999999999999
5519,314.0,10.9,90.8,11.4
5520,341.0,17.2,42.1,49.9
5521,523.0,14.000000000000002,30.4,42.0
5522,217.0,31.2,35.8,49.1
5523,97.0,7.200000000000001,34.1,6.9
5524,417.0,18.2,82.8,39.0
5525,538.0,9.8,5.6,37.2
5526,290.0,10.3,69.2,22.4
5527,428.0,26.5,58.099999999999994,13.900000000000002
5528,521.0,37.5,17.8,2.4
5529,176.0,47.9,60.0,5.6
5530,547.0,44.3,97.1,23.2
5531,455.0,23.0,14.000000000000002,16.3
5532,469.00000000000006,38.1,26.200000000000003,14.400000000000002
5533,237.0,21.6,20.8,48.2
5534,493.0,26.700000000000003,5.3,33.5
5535,279.0,9.9,78.4,28.7
5536,217.0,37.3,86.6,23.3
5537,53.0,14.7,95.7,18.3
5538,535.0,44.6,58.9,30.2
5539,144.0,45.7,19.0,48.5
5540,450.0,8.5,45.2,49.3
5541,381.0,23.6,94.1,35.1
5542,283.0,15.8,85.0,19.4
5543,75.0,12.6,28.4,8.9
5544,395.0,24.1,7.6,13.100000000000001
5545,148.0,31.900000000000002,32.8,9.6
5546,396.0,19.6,88.7,27.200000000000003
5547,154.0,31.1,47.6,38.5
5548,267.0,30.4,44.9,18.0
5549,547.0,11.4,54.0,24.4
5550,375.0,3.8,70.1,32.8
5551,64.0,22.5,55.1,22.7
5552,430.0,17.6,5.8,42.8
5553,352.0,11.8,95.0,3.8
5554,381.0,18.9,10.4,5.0
5555,240.0,5.0,18.8,5.3
5556,582.0,15.299999999999999,20.9,4.9
5557,579.0,34.6,32.4,46.9
5558,351.0,1.7000000000000002,73.5,42.6
5559,480.0,11.4,69.7,28.199999999999996
5560,147.0,28.000000000000004,89.4,1.3
5561,562.0,18.8,28.4,37.4
5562,278.0,40.4,50.1,45.9
5563,459.99999999999994,41.0,70.2,13.4
5564,355.0,27.6,61.1,12.3
5565,197.0,41.0,54.29999999999999,17.8
5566,100.0,45.8,29.100000000000005,34.2
5567,166.0,46.2,85.2,20.8
5568,447.0,34.0,89.5,29.100000000000005
5569,488.99999999999994,15.1,85.1,36.6
5570,162.0,49.2,25.1,19.7
5571,89.0,28.4,49.2,12.8
5572,556.0,38.0,43.9,39.0
5573,227.0,24.3,97.9,46.9
5574,80.0,39.2,82.4,24.6
5575,284.0,25.4,6.800000000000001,35.6
5576,147.0,38.6,43.9,20.0
5577,153.0,24.1,98.2,4.0
5578,136.0,36.6,52.300000000000004,22.4
5579,518.0,10.4,63.3,13.699999999999998
5580,565.0,1.2,27.699999999999996,17.9
5581,376.0,8.5,15.1,11.5
5582,401.0,12.6,57.70000000000001,36.7
5583,137.0,2.2,56.39999999999999,22.6
5584,281.0,6.800000000000001,10.2,41.2
5585,261.0,3.1,63.0,41.5
5586,476.0,22.1,5.6,19.4
5587,535.0,33.4,81.4,9.8
5588,391.0,46.4,82.2,25.3
5589,206.99999999999997,9.1,84.6,14.000000000000002
5590,320.0,29.2,50.0,36.3
5591,383.0,42.9,72.7,43.0
5592,257.0,3.9,36.1,39.2
5593,69.0,29.4,58.3,7.6
5594,130.0,16.1,21.9,47.5
5595,210.0,25.900000000000002,82.0,16.3
5596,353.0,17.0,48.4,34.1
5597,179.0,8.7,78.8,32.4
5598,529.0,16.5,69.0,20.7
5599,222.00000000000003,24.3,35.2,29.2
5600,537.0,43.4,8.4,1.3
5601,480.99999999999994,9.7,45.0,6.0
5602,340.0,37.2,32.1,6.2
5603,289.0,21.3,83.4,29.2
5604,466.0,8.7,25.6,32.8
5605,524.0,14.099999999999998,10.3,43.7
5606,276.0,16.3,29.600000000000005,24.8
5607,190.0,38.1,24.6,31.1
5608,61.0,43.9,44.4,1.1
5609,276.0,45.9,80.4,21.7
5610,61.0,17.9,39.3,18.3
5611,208.0,13.600000000000001,14.800000000000002,48.7
5612,515.0,21.8,65.4,14.499999999999998
5613,490.00000000000006,16.1,81.6,20.7
5614,236.0,44.1,89.3,11.3
5615,455.0,11.3,6.800000000000001,16.3
5616,120.0,30.8,11.4,26.0
5617,391.0,16.3,23.6,1.5
5618,165.0,8.0,59.20000000000001,36.8
5619,405.0,5.0,80.2,40.1
5620,459.0,40.0,90.4,18.0
5621,576.0,16.6,89.0,24.2
5622,451.99999999999994,19.9,24.7,14.2
5623,592.0,8.7,61.199999999999996,45.2
5624,393.0,10.0,75.7,16.4
5625,594.0,3.9,56.3,39.1
5626,361.0,13.200000000000001,32.4,37.2
5627,384.0,9.3,13.8,5.9
5628,585.0,37.3,44.0,37.9
5629,98.0,19.3,46.5,42.6
5630,227.0,48.4,71.3,42.2
5631,215.0,25.5,20.8,45.5
5632,455.99999999999994,12.2,73.3,10.7
5633,145.0,33.2,99.1,41.7
5634,195.0,12.7,46.0,12.6
5635,266.0,11.2,42.4,23.0
5636,451.99999999999994,28.300000000000004,62.7,11.0
5637,438.0,26.8,78.4,21.9
5638,309.0,25.1,92.0,14.000000000000002
5639,51.0,38.1,31.0,4.6
5640,495.0,5.9,93.9,8.9
5641,518.0,39.8,52.7,37.9
5642,558.0,18.3,81.6,16.5
5643,501.99999999999994,33.0,64.8,36.3
5644,509.99999999999994,16.8,85.1,46.8
5645,597.0,7.3,92.0,11.1
5646,50.0,10.3,93.7,37.6
5647,540.0,46.3,19.1,17.5
5648,531.0,42.3,29.299999999999997,9.4
5649,478.0,15.299999999999999,22.1,48.4
5650,577.0,24.1,75.5,3.3000000000000003
5651,380.0,41.0,19.6,45.2
5652,383.0,6.2,8.0,30.5
5653,343.0,37.2,79.3,44.7
5654,72.0,22.5,88.0,13.3
5655,290.0,3.3000000000000003,49.3,27.500000000000004
5656,219.0,40.1,29.100000000000005,20.9
5657,202.99999999999997,2.0,97.4,32.8
5658,455.99999999999994,24.9,82.5,30.9
5659,252.99999999999997,16.0,97.7,2.8
5660,141.0,44.9,67.7,8.9
5661,216.0,31.900000000000002,33.5,27.699999999999996
5662,320.0,24.2,93.2,30.599999999999998
5663,403.0,1.4,65.8,18.4
5664,564.0,6.5,89.2,29.2
5665,159.0,39.6,61.1,37.9
5666,307.0,17.3,58.20000000000001,12.6
5667,405.0,46.4,49.7,32.9
5668,130.0,18.3,84.3,18.6
5669,384.0,23.7,98.7,21.2
5670,599.0,36.5,70.8,28.9
5671,403.0,13.699999999999998,31.8,20.1
5672,445.0,34.0,34.1,26.8
5673,543.0,25.4,74.9,1.8000000000000003
5674,538.0,5.8,8.2,6.800000000000001
5675,512.0,27.9,93.1,26.200000000000003
5676,446.0,47.0,91.5,1.5
5677,332.0,21.3,20.2,43.3
5678,208.0,10.1,75.1,26.899999999999995
5679,528.0,21.9,53.6,45.8
5680,146.0,21.9,56.60000000000001,47.1
5681,141.0,7.400000000000001,95.6,31.2
5682,376.0,45.6,57.9,6.800000000000001
5683,79.0,19.0,81.5,24.0
5684,499.0,8.6,97.1,4.9
5685,289.0,16.3,41.8,15.2
5686,66.0,41.7,30.4,24.6
5687,188.0,2.3,90.7,7.1
5688,199.0,2.7,43.6,46.5
5689,270.0,22.7,75.6,46.8
5690,353.0,26.6,73.0,3.9
5691,576.0,40.9,72.2,47.5
5692,371.0,36.3,53.5,2.1
5693,183.0,49.1,5.9,21.5
5694,441.0,42.3,82.7,5.2
5695,209.0,2.0,89.3,2.9
5696,56.99999999999999,3.8,73.1,8.5
5697,125.0,3.5000000000000004,40.9,33.8
5698,553.0,46.8,90.4,10.4
5699,509.0,48.0,13.8,36.5
5700,292.0,12.4,51.7,4.8
5701,293.0,24.5,99.3,19.6
5702,594.0,42.5,42.5,10.7
5703,345.0,29.799999999999997,49.6,22.7
5704,225.99999999999997,22.7,87.4,10.1
5705,117.0,20.9,30.4,11.2
5706,314.0,2.9,81.9,44.3
5707,79.0,43.4,23.0,26.8
5708,426.99999999999994,24.3,98.2,2.1
5709,267.0,29.600000000000005,89.4,2.6
5710,422.0,48.0,32.2,32.8
5711,362.0,49.5,72.7,21.5
5712,318.0,6.7,72.1,24.6
5713,350.0,44.8,35.8,27.9
5714,294.0,35.8,54.2,42.5
5715,353.0,46.4,50.3,47.7
5716,416.0,37.2,25.5,26.200000000000003
5717,227.0,15.2,29.2,30.599999999999998
5718,538.0,4.6,8.6,38.8
5719,416.0,23.6,57.9,18.0
5720,327.0,20.1,87.8,26.700000000000003
5721,582.0,10.3,70.0,11.6
5722,505.0,43.6,65.5,31.6
5723,280.0,20.6,70.7,39.7
5724,522.0,11.1,60.8,38.7
5725,296.0,28.1,94.0,2.4
5726,587.0,45.2,15.1,42.7
5727,227.99999999999997,38.3,64.5,3.3000000000000003
5728,150.0,40.0,35.0,49.7
5729,259.0,45.6,42.9,17.6
5730,548.0,46.0,61.6,18.6
5731,50.0,34.3,99.5,3.4000000000000004
5732,154.0,26.0,78.1,28.9
5733,316.0,23.7,11.0,37.1
5734,364.0,33.8,88.6,8.6
5735,221.0,7.7,33.6,27.6
5736,166.0,28.999999999999996,79.0,19.6
5737,551.0,47.4,58.8,24.4
5738,567.0,44.7,20.6,7.200000000000001
5739,295.0,31.3,92.7,8.9
5740,320.0,11.9,16.4,7.7
5741,91.0,24.4,42.2,22.5
5742,378.0,20.9,11.1,25.1
5743,453.0,46.2,63.0,16.2
5744,106.0,43.3,25.900000000000002,47.2
5745,153.0,15.7,61.9,38.1
5746,158.0,42.0,36.4,43.8
5747,509.0,33.8,67.9,26.899999999999995
5748,328.0,1.8000000000000003,39.8,7.1
5749,70.0,31.4,10.8,21.3
5750,373.0,1.2,6.4,32.0
5751,131.0,9.7,39.8,30.2
5752,136.0,12.2,42.4,10.9
5753,534.0,34.2,30.8,19.6
5754,75.0,17.3,42.5,6.6000000000000005
5755,593.0,24.9,38.4,17.0
5756,218.00000000000003,36.5,31.8,46.8
5757,182.0,48.4,11.9,26.899999999999995
5758,127.0,37.1,24.9,13.699999999999998
5759,345.0,1.1,68.5,25.3
5760,391.0,34.3,32.8,2.9
5761,438.99999999999994,19.0,10.1,8.4
5762,124.0,10.4,96.8,42.6
5763,600.0,17.6,58.70000000000001,45.3
5764,260.0,2.5,45.6,5.3
5765,237.0,31.6,67.7,20.5
5766,388.0,24.4,27.500000000000004,25.2
5767,259.0,37.1,22.1,35.5
5768,194.0,40.7,98.9,33.0
5769,167.0,4.2,81.3,22.9
5770,348.0,11.8,93.8,4.1
5771,424.0,4.0,14.099999999999998,15.6
5772,185.0,12.1,64.0,10.4
5773,301.0,44.0,6.4,12.6
5774,405.99999999999994,27.200000000000003,6.5,32.3
5775,84.0,47.0,93.0,34.7
5776,470.0,45.5,14.6,36.8
5777,162.0,25.7,35.7,6.3
5778,547.0,29.9,45.9,18.2
5779,122.0,2.5,87.1,23.5
5780,507.0,13.900000000000002,12.8,26.700000000000003
5781,199.0,3.2,68.7,36.2
5782,269.0,35.7,28.1,34.7
5783,420.0,28.800000000000004,75.8,20.4
5784,576.0,44.2,25.2,9.7
5785,141.0,43.2,59.4,14.7
5786,180.0,12.5,52.300000000000004,8.8
5787,362.0,36.8,90.9,49.6
5788,306.0,31.4,38.8,24.4
5789,117.0,22.6,67.0,5.1
5790,561.0,31.6,90.3,29.7
5791,516.0,11.1,8.4,3.2
5792,357.0,42.9,19.4,25.6
5793,600.0,24.4,79.3,5.7
5794,501.99999999999994,23.1,46.7,27.0
5795,341.0,27.9,32.1,7.9
5796,323.0,31.7,19.1,25.4
5797,173.0,31.5,15.9,19.7
5798,450.0,31.1,12.9,19.0
5799,391.0,17.8,17.0,11.2
5800,50.0,2.3,77.6,39.0
5801,478.0,44.1,91.8,7.200000000000001
5802,285.0,37.3,88.8,42.0
5803,166.0,47.3,58.599999999999994,49.5
5804,461.00000000000006,3.5000000000000004,66.2,23.6
5805,426.0,38.2,15.8,6.0
5806,459.99999999999994,48.7,79.3,27.699999999999996
5807,70.0,1.6,44.1,30.8
5808,596.0,3.1,99.3,12.7
5809,403.0,23.2,21.0,20.4
5810,75.0,38.2,68.6,48.1
5811,576.0,22.1,63.0,1.5
5812,225.0,21.0,49.7,47.8
5813,240.0,16.5,43.2,23.9
5814,595.0,14.499999999999998,37.3,20.4
5815,54.0,12.0,27.200000000000003,18.2
5816,72.0,18.6,52.1,43.7
5817,465.00000000000006,44.4,63.7,49.3
5818,567.0,36.5,66.2,25.5
5819,215.0,18.0,89.2,15.9
5820,567.0,33.5,45.0,46.4
5821,501.99999999999994,23.7,11.2,4.8
5822,474.0,14.000000000000002,7.9,33.3
5823,303.0,38.9,99.4,13.600000000000001
5824,397.0,48.5,74.7,46.8
5825,101.0,8.8,34.9,37.2
5826,338.0,35.9,19.8,18.3
5827,541.0,18.6,74.3,20.3
5828,501.99999999999994,8.6,66.9,38.6
5829,293.0,31.0,69.0,46.3
5830,164.0,41.8,23.9,38.6
5831,161.0,18.1,72.8,35.4
5832,263.0,4.5,54.79999999999999,23.9
5833,86.0,9.9,10.6,30.0
5834,564.0,16.4,87.9,7.8
